Country Name,Country Code,Series Name,Series Code,1980 [YR1980],2000 [YR2000],2010 [YR2010],2022 [YR2022]
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.751895403326316,3.86871808818643,5.36034347985841,4.30501579784834
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.9576972637217,-0.265789463943307,6.84804940059942,6.74133000220331
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.95879821960648,-1.22377948197983,6.33133629634182
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.84944295088555,5.9147601740486,2.39035229650723,..
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,0.0823066088131412,..
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.75324470168211,5.96531031488554,2.28354499702917,5.63214801919504
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.00102863502944,2.43490215904518,2.4609192430561
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.482986336653326,3.74686259540198,1.87099114718497,3.81901774679091
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,3
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.3831822716046,2.3402193206939,0.672634400445048,5.93892827581244
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.968738507442,4.6617622800146,8.33965105962218,4.85832403306539
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.70868296886218,1.0918015643576,3.52529866894027,2.94766863298817
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.0113290379586,6.37000383423178,5.14723485755344,6.58784560886967
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-15.8368642948659,1.12790697674419,2.10788787321354,2.60023991827281
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,18.2137799569674,-8.92417588851806,3.14579829390267
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-3.14198590251638,2.19419034888082,..
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,10.0876344406951,2.44426511799784,-1.28741134050431
